"V1","V2","V3","OBS","temp1","temp2","temp3","h1","h2","h3","conif","black"
0,1,0,1,6.51692592195081,7.74321088841449,11.0051730471413,9,15,29,0.8,1
1,0,0,1,8.00015814118733,8.67625081799895,12.2422241139419,9,13,24,0.8,1
0,0,1,1,7.41314455537721,9.35960584755747,11.8238733443083,12,12,26,0.7,1
0,0,1,1,7.0670157123652,10.4424871426245,11.3723432175489,10,16,28,0.6,0
0,1,1,2,9.18470707525899,8.1197683289077,11.3583391917955,7,13,26,1,1
0,1,0,1,9.10247084749939,9.08978557764061,12.91795794961,12,12,26,0.8,1
1,0,1,2,7.37726754639654,8.38941752904191,11.2174284982974,7,15,26,0.7,1
1,0,1,2,7.3361913773589,8.99486234701023,11.385974421445,5,14,24,0.9,0
1,1,1,3,8.56189734890273,9.30977729959039,13.886922625684,9,14,29,1,1
1,0,1,2,7.80313372481705,8.71118058198808,10.5041728626134,6,14,25,0.8,1
0,0,0,0,8.61165348690901,9.01658409511787,7.27588503969687,11,14,26,0.4,1
1,0,1,2,8.68569717073345,10.4164877708281,11.5865156487516,10,9,24,0.8,0
0,0,1,1,9.67223407784863,9.13821228519231,12.9839444447063,9,20,24,0.4,0
0,1,1,2,6.67204473646793,8.29164958239627,11.7123573249322,10,11,28,1,1
0,0,0,0,5.6156524624595,6.82436037117625,8.9734700453722,11,17,25,0.4,1
0,0,0,0,7.67969959852725,8.41546293511329,5.26543586808982,11,18,28,0.1,1
0,1,1,2,7.69012584833937,9.89131790398654,9.77144333413731,7,14,23,0.7,0
1,1,1,3,10.5687419648059,9.83571081781559,10.338002421169,8,17,28,0.9,0
1,1,0,2,6.85433036784067,9.46056103000394,10.6575309298062,5,17,24,0.9,1
1,1,0,2,6.49511206491704,9.42728963841594,9.85582863517837,9,18,24,1,1
1,1,1,3,8.54432279664699,7.2581041946595,12.6335618136601,7,11,24,1,1
1,1,1,3,10.7228808356587,7.92098323141536,11.2873931797244,9,15,25,1,0
1,1,1,3,10.1878696721545,8.75155025142246,13.9850922945952,7,14,26,1,1
1,0,1,2,8.96210882132459,8.83678558718886,11.5212476023432,11,10,24,0.9,1
1,0,1,2,7.50634847055009,7.35794970338083,10.5171291259701,6,11,25,0.7,0
1,1,1,3,11.8385586110358,9.25024852258142,10.5523333258667,6,19,29,1,1
1,0,1,2,8.38526919943395,8.42941251616529,11.0531344492015,9,18,26,0.8,1
1,1,1,3,9.41291139485285,8.92632746381716,11.5427200309252,10,12,27,1,1
1,0,0,1,7.3294208713448,9.85529003783504,12.7975654563079,10,15,24,0.6,0
1,1,0,2,7.21767539511642,6.81139136631192,11.8981585996615,8,10,25,1,1
0,0,0,0,7.14319241397546,7.68590177556863,6.10074103473374,9,13,22,0.4,0
1,0,1,2,8.53252772568853,8.33949036937169,11.1456274964858,9,15,25,0.9,0
0,1,0,1,10.0087501213872,8.49894605292961,12.6214105203846,9,16,24,0.7,1
1,1,1,3,8.91505896586344,7.99437098767093,11.8201649971374,4,12,24,0.8,1
1,1,0,2,7.55678719801786,7.74002770318696,12.3880922838229,8,17,24,0.7,1
1,0,1,2,9.95241710912665,7.93701259380616,10.7331549768272,8,16,25,0.7,1
1,0,1,2,6.36789413582595,9.68778607651998,9.98485497462334,7,14,24,0.8,0
0,0,0,0,8.14161087636251,6.86317637883718,7.71639946757658,10,13,25,0.4,1
1,1,1,3,9.40859948039511,9.24303535864276,10.6905926090213,10,17,24,0.8,0
1,1,1,3,10.3805071626002,8.53646821553814,14.1134939415657,12,14,25,1,1
1,0,0,1,10.1321507962968,6.95715388483708,11.856067384268,6,11,26,0.5,0
0,0,0,0,7.46167928361481,9.41844906901527,5.91261121629479,9,12,27,0.1,1
1,1,1,3,11.5441108335531,7.99604912606032,13.3910038643144,10,12,26,0.9,1
0,1,1,2,7.44129517143323,7.3190880822381,11.3673949083576,11,12,22,0.8,0
0,0,0,0,7.95402326387616,8.17265053704304,7.10252323360619,7,14,25,0.4,1
1,0,1,2,8.26851025852546,8.64852879715478,11.1874264494649,11,13,27,0.7,0
1,1,1,3,11.1535162711668,9.43245650447147,12.5328627339764,9,16,31,1,1
1,0,1,2,9.92533470104979,7.37910168000236,12.1347644619388,10,16,28,1,1
1,0,0,1,7.81304391932427,8.04090240287863,11.8098667833255,8,16,23,0.5,0
1,1,1,3,10.8522004831189,9.36683059260697,13.0793834861385,12,14,28,0.8,1
1,1,0,2,8.01199765892665,8.0478204678868,10.1210212884078,10,12,26,0.8,1
1,1,1,3,8.65765457633865,8.84492116908712,12.701313204198,9,15,28,0.8,1
1,0,1,2,9.73516763583956,9.10399714353948,10.7619442610629,9,19,26,0.7,1
1,0,1,2,6.90691561364395,7.34016425630597,12.8139263244377,8,13,28,0.7,0
0,0,0,0,6.74953409964632,7.90591254905992,6.59034618129427,9,17,26,0.5,1
1,1,1,3,10.318939494766,11.376864713024,12.6552792128069,11,17,24,1,1
1,1,1,3,10.6041351679937,9.08567178555768,11.4580740568146,12,11,25,0.9,1
1,1,1,3,10.5971638715129,7.96828870238488,13.480978152029,8,11,23,1,1
0,1,1,2,8.05900354117374,8.10314627803766,10.9120641445266,8,16,26,1,0
1,1,0,2,9.63416598948141,9.80737619599984,11.0698309881373,10,14,23,0.7,0
0,1,1,2,6.31155944944681,8.30017158363769,10.8313328073176,7,15,27,0.8,1
0,1,1,2,9.32663093269215,8.7595710286868,12.4589753061839,10,14,26,0.7,1
1,1,0,2,8.60735405053692,7.91644675120318,11.6511522007152,10,16,23,0.8,0
1,1,1,3,9.22373468103064,9.60858722340305,10.2380056467627,9,19,26,0.8,1
1,1,1,3,10.9819593586467,9.16097248682702,12.2610201199922,8,17,24,0.9,1
1,0,1,2,8.90095915040712,7.72226535905762,10.5691422027217,9,14,24,1,0
1,1,1,3,10.0378183719918,7.4164287796682,13.1526975407176,8,14,26,0.8,1
0,0,0,0,7.33375843516701,7.95838072735551,5.91406773874311,12,10,27,0.1,1
1,1,0,2,6.60141323295671,9.37526448366942,12.7048857840753,7,18,24,1,1
1,1,1,3,9.40748886472594,9.15395091058911,11.9556928025685,7,15,29,0.9,1
0,1,1,2,9.10439298831464,9.19470297555611,9.65362998645902,10,12,24,1,1
1,1,0,2,9.02537279543689,8.36574634195678,9.85426195242125,8,11,25,1,0
1,1,0,2,8.12813245627176,8.58817464620111,11.4461836146186,7,11,25,0.8,0
1,0,1,2,8.87158399680239,10.1244107920993,11.0652917500951,9,15,26,0.8,0
0,0,0,0,7.91681196766473,7.4322443323097,8.80686123250909,6,15,27,0.3,1
1,1,1,3,10.6400015410454,9.33366534019976,12.9231176243419,10,15,28,0.8,1
1,1,1,3,10.2223299380613,10.5577024655923,11.5480689467463,10,13,24,0.9,1
1,0,1,2,6.99723026570375,9.7894896021812,10.5813885701429,9,13,25,0.9,1
0,1,1,2,6.60544895896945,8.24907327592619,10.6720010007224,7,15,26,0.7,0
0,1,1,2,9.19140781351349,9.91251187291844,10.259177195909,8,13,25,0.7,1
1,0,1,2,8.58803467288738,8.37113821553659,13.3001449003604,11,16,27,0.8,0
1,1,1,3,9.28057180854389,9.04751401766588,10.4680690772189,8,13,25,0.9,0
0,1,0,1,7.80168863131922,7.81165697589664,11.6088515329859,8,12,26,0.4,1
1,0,0,1,8.35962638633155,8.23182661196275,11.8120262833813,8,13,24,0.8,1
1,1,1,3,11.6817102564526,8.35068448745996,12.6633385499256,10,19,23,0.9,0
1,1,0,2,8.63024119497048,9.34009600769591,11.1681005510598,8,15,28,0.8,1
0,0,0,0,7.45372965763242,7.41466951477584,6.59473621572074,7,12,26,0.2,1
0,0,0,0,5.95839959483374,6.42195099137056,5.53013654102583,11,15,25,0.3,1
0,0,0,0,6.68399251627441,8.04078493272206,5.65118183331816,5,14,25,0.5,1
1,0,0,1,6.33227129146444,6.43625401556219,12.0669667292341,13,15,25,0.5,1
0,1,1,2,7.12745255873199,9.76387408496316,10.2272193203473,11,22,26,1,1
0,1,1,2,6.43072362750345,9.37548173343393,10.7436516330425,6,15,25,0.8,0
1,1,1,3,10.7865144321143,8.32261803585543,13.2572959332852,11,13,24,1,1
1,1,0,2,7.69652996308899,9.42012163208137,12.2113133914127,8,16,26,0.9,0
1,1,1,3,9.24171219577005,8.18000229276493,11.0606164933251,7,16,27,0.9,1
1,1,0,2,8.54890231520027,10.3048500208646,11.6478982610057,8,15,23,0.9,0
1,0,1,2,7.78903329943421,9.42152471691428,10.4652424707078,4,14,29,0.9,1
0,0,1,1,8.99739296567005,10.4154086976148,13.6789825339709,7,16,26,0.7,1
1,1,1,3,10.8965692990993,10.8002174201677,13.6254330511775,11,12,24,0.8,1
1,0,1,2,6.81416150914121,8.4167745506495,9.00261968276629,12,14,22,1,1
1,1,1,3,7.99853276326793,8.83736796342893,12.4971329731163,8,16,23,1,0
0,0,0,0,7.4643971518347,6.02070333839987,7.25039764279064,6,13,24,0.3,0
1,1,1,3,10.2364965709822,8.42766710838861,11.6961566435574,10,14,24,0.8,0
1,1,1,3,8.80846034169854,10.4901034342641,10.4186262360505,12,15,28,1,0
1,1,1,3,9.88122571253478,7.93497354794068,11.8532362524243,12,14,25,0.9,0
1,1,1,3,9.82774530381962,7.73533594268353,12.6245064348175,8,15,26,0.8,1
0,0,0,0,7.40676106581724,7.44003112664585,6.84660493491879,6,14,24,0,1
0,1,0,1,11.3934983698408,9.22927552677681,11.0851625947379,10,15,25,0.7,1
0,0,0,0,6.34378487953202,6.83149814321762,8.44452323310249,13,13,25,0,0
0,0,0,0,8.25771978524172,7.68275674134371,8.62193417588506,9,16,25,0.3,0
0,0,1,1,8.76490637854378,8.99127274246685,11.2507570890301,6,13,25,0.8,1
1,1,1,3,10.1308232310091,7.09277728510095,14.0982157934544,5,16,25,0.9,1
1,1,0,2,9.01293879282871,9.42002115572785,12.0121107165145,10,14,23,1,1
1,0,1,2,7.53767238675755,8.37581188314868,9.52056176761706,9,9,23,1,0
1,1,1,3,10.0414778004931,9.00600303683852,11.2131835167251,11,20,28,0.8,1
1,1,0,2,8.16882499133084,8.64303014779826,11.8264514092549,7,17,28,1,1
1,1,0,2,7.02885500168168,9.97609755816812,11.4404169963441,7,17,25,0.8,0
0,1,1,2,8.15871308263847,10.087123691014,10.9341505462835,6,16,26,0.8,0
0,0,1,1,7.56994555379749,9.26710712471757,12.5769067326873,8,16,26,0.8,1
1,1,1,3,10.3518766681757,9.69480092565306,12.9198886097857,9,15,23,0.9,0
1,1,1,3,8.68119880808213,8.90330455818485,11.6430686997239,9,17,28,0.9,0
1,0,1,2,7.12594272596474,9.65760440120796,10.972596153927,12,16,24,0.7,0
1,0,1,2,9.06508832299411,9.53566468477251,9.56113734304841,12,16,27,0.8,0
0,1,0,1,7.15547368903053,9.90517327126198,9.17125722968229,4,15,26,0.8,1
1,0,0,1,7.58993865469894,9.82084443223748,13.375899542557,9,15,27,0.7,1
1,0,1,2,8.79522744720301,9.67288615129618,9.26511907621672,10,16,25,0.9,1
1,1,1,3,9.55186961365779,7.30585699596815,12.2444867691828,12,13,26,0.8,1
0,0,1,1,6.79894457621946,8.0199928126915,13.3529215067436,8,13,24,0.6,0
1,0,1,2,9.50611379242435,10.2049757938722,9.67248982666272,6,16,26,0.8,1
1,0,1,2,8.03329754385596,9.18030339854268,11.3932665166885,6,17,24,0.9,1
1,1,1,3,9.16621858112763,9.11866864602944,10.6798641792002,11,16,27,0.8,0
0,0,0,0,6.50265407979501,7.13509486931522,7.71417420431957,9,17,19,0,1
0,0,1,1,8.18557781474386,8.01960715123915,14.0123107222951,7,17,25,0.8,1
0,0,0,0,7.68212178842213,9.56408889308153,6.12879660815307,9,16,27,0.3,0
1,1,1,3,9.74316710311031,7.8538649008308,11.9551016216324,7,16,22,1,1
1,0,1,2,6.13883716943463,10.1227526007642,12.4475998031024,7,13,25,0.8,0
1,1,0,2,9.19617653531597,9.00491547839315,11.7221298850764,9,15,26,1,0
0,0,0,0,8.41810588069337,7.99869011482197,7.38924080952242,9,11,25,0,1
1,1,0,2,7.84563956593245,9.0320411416807,9.40041457963685,6,13,24,0.9,1
1,1,1,3,8.54018578115379,7.97123159558933,11.1056745973826,5,12,28,0.8,1
0,1,1,2,7.87295909918889,8.42164576305686,11.9062341869087,11,15,23,0.8,1
1,1,1,3,9.60445361661816,9.69715051506313,10.8262280892005,9,15,29,0.8,1
0,0,0,0,5.78069025536683,9.40562811114835,8.88538497610517,9,12,28,0.5,1
1,1,1,3,10.0782611450199,7.48295886229608,10.4324118474147,9,14,25,0.9,1
1,0,1,2,7.68624392416837,8.9669175451881,9.32695838096259,6,17,26,0.8,1
1,1,0,2,7.61106322458746,10.0868539453103,11.6996544704924,8,16,25,1,1
0,0,0,0,5.98710169906002,8.36199374629837,6.45870306319024,6,16,29,0.2,0
0,0,0,0,6.16582476613698,8.30856753457831,6.90620206115806,10,17,27,0.3,1
1,0,1,2,8.56994754590311,9.2929044571271,10.654495507217,6,16,28,0.8,1
0,0,1,1,7.58352285604313,9.42279960399648,10.9305863844921,8,17,25,0.7,0
1,1,0,2,8.82702211473525,9.22085121078418,9.49050306286702,7,13,28,0.9,0
1,0,1,2,8.55716176751137,8.75708607355695,11.9349696387614,6,17,23,0.9,1
0,1,1,2,7.88666089078779,9.21193158675336,11.6093964210557,9,19,26,0.9,1
0,0,1,1,8.68427621424437,10.0452120087402,11.4708979827107,10,14,28,0.6,1
1,1,1,3,10.506826361207,9.1123642551305,13.1602018840588,10,12,31,0.9,1
1,1,0,2,8.43897036602228,10.345711427446,9.97767867002916,5,14,25,0.8,1
1,1,1,3,10.0768020863524,10.5640022600925,11.7106437336087,4,11,25,0.8,1
1,1,1,3,8.89036605818333,9.90275694393844,12.1077043532367,11,14,27,0.8,1
1,0,1,2,7.56443742079396,8.79832879175538,10.5285042248272,11,16,27,1,1
1,0,1,2,8.80312159080231,7.84642475421721,11.6214277650307,10,14,28,0.8,1
0,0,0,0,8.18756352803695,7.74763173355471,6.27037177721785,8,12,26,0.1,1
1,1,1,3,10.3317774498935,9.57367741612518,12.7634137251282,7,16,26,0.8,1
0,0,0,0,6.17990384071976,8.44864372104519,8.32025160565966,9,13,28,0.4,1
1,1,0,2,7.50768409169782,9.43709639038241,10.942606260088,9,17,23,0.7,1
0,0,0,0,7.41735424738016,8.15927869111137,6.70436952423883,6,16,27,0.5,1
1,1,1,3,9.52272807044859,8.38534365444998,12.384244919283,8,15,27,1,0
1,0,1,2,8.31527605405181,8.00160800832631,12.0161922865545,10,15,26,0.8,0
1,1,1,3,9.27538638649302,7.21875685445834,12.2533789413819,10,10,26,0.9,0
1,0,0,1,8.65696059954583,9.6404215852434,12.3680606281465,10,16,24,0.4,1
1,1,1,3,9.39758265271207,9.17118350184025,10.0576004413772,12,14,24,1,0
1,1,1,3,9.60101894742588,10.4902542254055,11.727638613749,7,13,25,1,1
0,1,1,2,7.30101399167759,10.6917546879603,10.4707686970423,10,14,22,0.8,0
1,1,1,3,10.4584076253213,8.61513939946238,11.177008659032,8,15,26,0.8,1
1,0,1,2,6.86630726667123,7.61230143675412,9.52480745277228,8,10,24,0.8,1
1,1,1,3,8.82494754291246,6.92786111833833,12.8298808842499,10,17,26,1,0
0,0,0,0,8.72009248624853,8.36680109850972,7.80746006945597,10,11,27,0.4,0
1,1,1,3,10.1697570599322,10.3082066179986,12.3374976056926,10,16,27,1,1
1,1,1,3,8.04734465636174,9.45775351913673,12.7883621536583,5,16,26,0.9,1
1,1,1,3,10.3225611907569,8.88323426921932,11.9233736842729,10,15,26,0.9,0
1,0,1,2,7.31718663389431,9.73588926623819,10.6668996397412,7,15,27,1,1
1,1,0,2,8.09877314162647,9.65569005927705,9.66397994956906,12,14,25,0.7,1
1,0,0,1,6.00356865980319,8.54810592281101,12.137718861489,7,13,24,0.4,1
0,1,1,2,8.52615239119251,8.90156517345603,10.2384457651217,10,16,23,0.8,1
1,0,1,2,8.01385358372464,8.20486728513617,10.4410822586013,9,17,26,0.8,1
0,0,0,0,4.50675239534775,7.6460597466186,6.25441786975549,4,14,26,0.1,1
1,1,1,3,10.6295971475297,8.36016702437883,13.0562169300615,7,13,27,0.9,1
0,0,1,1,7.3216154325772,8.41012081427635,12.3486313656757,12,14,25,0.4,0
1,1,1,3,11.5551910346172,7.38866070191899,12.6362885102982,4,15,28,1,1
1,1,1,3,10.203100054566,9.98052970097788,10.7525741406363,9,14,26,0.9,0
0,0,0,0,7.37847605116918,8.23518517338542,6.08643835922743,7,13,24,0.1,1
0,0,0,0,7.33875130763816,7.79361640221455,7.88841008938988,8,13,26,0.1,0
0,0,0,0,5.67232933050337,6.297368513423,7.35366956398165,8,13,26,0,1
1,1,0,2,6.47096760240245,9.41883507457558,11.5223207892507,8,11,25,1,0
1,0,1,2,8.96208699129885,8.75196909434724,8.72159647734724,9,14,25,0.7,1
1,1,0,2,8.05287446724552,8.63839056351352,10.9933082534229,11,15,25,0.9,1
0,0,0,0,5.82088986339613,7.70009702294626,6.92666608398629,10,11,26,0,1
0,0,0,0,5.90838894376762,7.64318471300036,5.83709154941306,9,12,24,0.1,1
0,0,0,0,6.15228450466214,7.40018238459364,5.8458536706491,8,13,27,0.1,1
1,1,1,3,10.7788139645934,8.77986345651429,11.4284277424075,8,12,23,1,0
1,1,0,2,8.01944530488866,9.56075330058164,10.674240154543,9,13,22,1,0
1,1,1,3,11.5576811863782,8.71351860704299,12.2658231945823,9,15,25,0.8,1
0,0,0,0,7.90011677125409,6.22444156284776,8.0150472797325,9,13,26,0.3,1
0,0,1,1,7.25580243399958,7.77874435959285,10.426769669125,7,15,28,0.5,1
0,1,1,2,8.86043171085259,8.30661604430272,13.0093668785378,8,15,28,0.7,1
0,0,0,0,7.94370721391101,8.52579067109438,7.87801808510358,13,13,22,0.1,1
1,0,0,1,7.84836449916201,9.03175071604166,12.1842363453055,5,15,21,0.7,1
0,0,1,1,8.48987021456371,9.87947265315859,12.2130631012244,9,18,26,0.8,1
0,0,0,0,6.1670899797417,7.74437338983482,4.64438202994151,6,14,28,0.4,0
0,1,1,2,8.42714836122999,7.97539742783684,11.7497756894579,8,15,24,0.8,0
0,1,1,2,7.23981187824885,8.98059851943603,10.9184151641362,9,15,24,0.8,1
1,1,0,2,7.3081404769054,9.92842580563904,11.1062962052998,11,14,25,0.9,1
0,0,0,0,8.2868688539612,6.07881053188589,5.96559805876893,9,14,30,0.3,0
1,1,0,2,8.31521383191638,8.3429799752196,10.3372435380959,9,16,28,0.7,1
1,0,1,2,7.86415862630434,9.03563395602549,10.2736407291138,6,13,24,0.8,1
1,1,1,3,10.099937701873,7.42948736969268,12.6848489774015,6,12,23,1,1
0,0,0,0,7.81824522062822,8.7828097101687,8.43773482590156,8,13,27,0,0
1,1,1,3,10.5137615024036,8.30617616123035,13.2951616015762,6,14,26,0.9,0
0,0,0,0,7.53529888269687,9.40245605198884,6.06980506571466,12,12,26,0.2,1
1,0,0,1,10.1306770100009,10.0203922814439,10.3811116901016,7,15,30,0.4,1
0,0,1,1,6.18480436272842,9.97567954932796,13.4802702974353,11,16,24,0.7,1
0,1,1,2,8.43903400458574,8.29219500068375,9.92398782668311,9,16,27,0.8,0
0,0,0,0,5.64952743587745,6.10434573355137,5.74756690143262,9,13,26,0.2,1
1,0,1,2,6.03286955835173,8.11498980275861,13.3042957800981,9,14,20,0.9,1
0,0,0,0,7.05283095337541,7.95794565605852,6.84539377314387,12,14,24,0.1,1
1,1,1,3,8.97446267759089,9.61938006152583,11.3388604287865,8,12,27,0.9,0
1,1,1,3,10.5559445644012,9.94802758269551,10.966736341527,8,15,26,0.9,1
1,0,1,2,7.33835176623529,9.34207232806906,10.0519148590523,6,14,24,0.8,1
1,0,1,2,7.47517005674908,9.93621405367681,10.0346170430834,7,10,26,0.9,1
1,1,0,2,7.71937237904903,8.2644933872745,12.6631719071938,12,10,26,0.8,1
1,1,0,2,6.87291491603565,8.30776990387712,11.6676241830588,10,18,23,0.8,0
1,1,1,3,11.216031538131,9.51725658764889,12.1438357693438,12,18,29,0.9,1
1,1,1,3,11.5596675135732,9.26215708322817,11.5597113164176,9,15,26,1,1
0,0,0,0,9.43533337947361,7.56670019960089,5.31314401717932,10,16,23,0.5,1
1,1,1,3,9.6061041258798,9.63915931627728,13.7550460466052,7,12,26,0.8,1
0,0,0,0,6.04636181772864,8.78328131587947,7.3606151511658,9,14,25,0,1
1,1,1,3,10.5529828955695,9.45715063962093,11.6473819800739,6,18,27,1,0
1,1,0,2,9.33626137571737,9.47080966236894,9.92166311662753,8,12,25,1,0
1,1,0,2,8.66333363880644,9.50713104860809,7.91167238222189,8,14,24,1,0
0,0,1,1,8.63406841918632,9.28464818925951,13.2047413191549,10,13,29,0.5,1
1,1,1,3,10.5123173977745,8.53130105424229,12.2201677397761,8,12,26,1,0
0,1,1,2,8.92182483829481,9.0147903835871,11.3112000153456,8,13,23,1,0
0,1,1,2,7.47781207823307,9.59261295435207,11.1316152803672,6,13,24,0.7,1
1,1,1,3,10.2543120669476,11.1636975293434,12.5834868946833,8,14,28,0.9,1
1,0,1,2,8.09570127974899,9.51183309772486,11.4717982765111,8,15,24,0.8,1
0,0,0,0,7.49570046336969,8.60754991278781,6.42373190872732,10,16,24,0.5,0
1,1,1,3,9.11164012355844,7.74532570524444,10.7248338709164,7,14,26,1,1
1,1,1,3,8.52085279824093,9.44066505161124,13.1351722222093,9,15,27,0.8,0
1,0,1,2,8.25842970486319,9.34045034764003,11.1205392939521,7,16,23,0.7,1
1,1,1,3,11.2108366651903,10.138689796875,11.3719573676369,9,13,26,0.9,1
1,1,1,3,10.2756576864631,10.0579334235332,12.7646068313324,10,15,24,0.8,0
0,0,0,0,6.63736687527406,6.69395557551094,6.14672328028809,9,13,30,0.3,1
1,1,1,3,11.1038262302643,8.3649075495331,13.5676257618714,7,16,30,1,0
0,0,1,1,8.52861757900384,9.20566101558505,11.8890025712573,9,13,24,0.6,1
0,1,0,1,7.62064040058054,8.58278839655879,13.9652002068128,5,14,29,0.4,1
0,1,0,1,6.53458044537289,9.84723742240846,12.3402065812849,8,17,25,0.5,1
0,0,1,1,12.1051486767115,9.58321365794724,11.7321678687742,2,19,29,0.5,0
1,1,1,3,8.66094189678076,9.63162316826369,10.2898418586894,8,17,24,0.9,1
1,1,1,3,11.3655102098232,10.0526466800826,11.6724381053958,7,19,27,1,0
0,1,1,2,6.33651327883752,8.23623601666706,11.5298268396266,12,13,25,0.8,1
0,0,0,0,7.14344036376093,6.96645667928632,8.0811477133378,5,16,25,0.5,1
0,0,0,0,5.23016267211657,9.15724951074697,5.47566716489604,10,16,28,0.1,1
1,0,1,2,7.33558192769445,11.0912453340612,11.4299342912686,7,18,25,0.9,1
0,0,0,0,7.94874413942989,8.62991045556279,6.77311001575355,12,14,23,0.2,0
1,0,1,2,8.29211853091044,8.19474714828334,10.803763418352,8,16,28,0.9,0
0,1,1,2,7.57279930354919,9.1720048412187,10.3086735644211,8,14,26,1,0
1,1,1,3,8.53596757105353,8.75243671878996,10.2882950996573,9,16,27,1,0
1,0,1,2,7.30603437405369,10.6193483154975,11.1196714253931,13,15,26,0.9,1
0,0,0,0,5.97636272992941,7.09259704842009,6.39531349883684,10,14,23,0.1,0
0,0,0,0,5.67686927266834,6.91486273482066,6.14877601843624,9,13,28,0.2,1
0,0,0,0,7.75130456315597,8.33632199194742,5.55710015775119,9,11,26,0.5,1
1,1,1,3,9.51628897753093,9.69119600562749,12.2429149179525,10,14,24,0.8,1
0,0,0,0,5.92904460461558,8.85733944062451,8.60877324309885,9,17,27,0.4,1
1,1,1,3,10.1660127971836,10.1198898250546,10.1408126874097,8,18,27,0.8,1
0,0,0,0,6.46380401801864,8.27568836720426,7.27007083991275,9,17,29,0.5,1
0,1,1,2,8.13854099890224,9.17514109355117,10.0698980183008,7,16,29,1,1
1,1,1,3,10.1489627530361,8.15970835841724,11.7208706133521,7,15,26,0.9,1
0,1,1,2,8.38193773478292,10.0016426806575,10.5605180895409,6,16,25,0.7,1
0,0,0,0,6.8728563589748,6.89199476064725,8.37820016896795,10,15,27,0.2,1
1,1,1,3,9.47138410462045,8.44695341876429,11.9599234585676,7,18,25,0.8,1
