"V1","V2","V3","OBS","temp1","temp2","temp3","h1","h2","h3","conif","black"
0,0,0,0,5.88724966187463,8.4916683510545,10.0204662620096,11,14,26,0.1,1
0,0,0,0,7.53090329878117,7.18796913317244,9.51336595652942,6,15,22,0.3,0
1,1,1,3,7.55940799576183,11.7534498777234,12.4830122855607,6,11,28,1,1
1,1,0,2,9.87969184340695,10.3400903699674,9.79439695733558,7,16,27,0.7,1
0,0,0,0,8.06590349557895,9.51039577487609,10.4001865624554,7,13,25,0.3,1
0,1,0,1,6.88169076667611,10.3050391664992,12.6137075325216,6,13,25,0.5,1
1,1,1,3,7.57841457374177,9.88412810419767,12.1420900730171,10,14,24,1,1
1,0,1,2,8.00968041139909,11.2729569774116,10.4245473121946,9,13,24,1,1
1,0,0,1,8.76287962078035,9.71800867323222,10.7624209421053,9,15,25,0.4,1
1,0,1,2,9.43414342785015,8.76810802405118,9.87832520559015,12,12,25,0.8,1
1,0,1,2,8.09887363062081,9.10346911997977,12.3577855171133,7,22,28,0.9,0
1,1,1,3,7.59858308345516,12.0730619825763,13.2791955868077,9,11,25,1,1
1,1,1,3,7.70588333731173,12.5269320111076,11.5266467651145,9,15,26,0.9,1
0,0,0,0,7.97256258919454,9.72508384985598,9.55825140715912,15,14,25,0.1,1
1,1,1,3,6.90731096689932,7.53195953962145,12.9113822020172,10,13,24,0.9,1
0,0,0,0,6.8054436498333,7.99349275859034,8.33158272168661,9,16,26,0.2,0
0,0,0,0,5.71967749105134,8.01097893844958,9.60952614452552,10,11,23,0.3,1
0,0,0,0,6.1065558815066,8.92842390574736,8.80195752635701,8,13,26,0.5,0
0,0,0,0,6.66858714711734,8.92851911395302,9.52743908594037,10,14,26,0.4,1
1,1,1,3,8.13882876885751,9.85269452501412,12.5087985900851,9,12,24,1,1
0,0,0,0,7.48820739914483,9.46019755706626,9.34297942327077,6,15,22,0,0
1,0,1,2,7.50733329915826,10.9570937416516,11.236137263077,7,14,27,0.9,1
1,1,1,3,6.83184190067762,9.32682900090935,12.5073812099817,9,15,27,0.9,1
1,1,1,3,8.99491572539675,10.1576454099963,13.4463147174594,12,14,27,1,1
0,0,0,0,8.43244297475266,9.39515430906816,10.2844902688756,5,15,26,0.4,1
0,0,0,0,8.61554696745513,8.98492749952113,10.9282628176407,10,15,26,0.1,1
1,1,1,3,6.92910235716056,11.7119428235106,12.2155268706901,3,14,28,0.9,1
1,1,0,2,9.25606523304052,7.58975917896744,12.8967633233221,7,9,25,0.9,1
0,0,0,0,7.34956071712503,7.4090770698044,10.2769129916078,10,17,26,0,1
1,1,1,3,8.72614391926273,10.9826820705219,10.7375188857364,11,15,30,1,0
1,1,1,3,8.13383860092718,10.2774223350932,12.7947663914445,9,17,26,1,1
0,0,0,0,5.27309604391329,7.95103373469273,10.2913915968579,10,17,26,0.1,1
0,0,0,0,6.15271159566792,7.15436259361113,10.1271076365629,5,12,23,0.5,0
0,0,0,0,6.84995312231455,10.4089314905079,10.6925372809557,9,14,24,0.3,1
1,1,1,3,7.38076291553381,9.87261719283176,11.0947605521325,10,14,25,0.9,0
0,0,0,0,8.10159193097868,8.81645413874973,9.71076338022299,7,16,26,0.5,1
0,0,0,0,6.74634645105651,9.03819795373739,9.39277421178338,5,12,29,0.1,1
1,1,0,2,8.61764387257661,10.896023721763,11.2575843870657,9,16,24,0.7,0
0,0,0,0,8.25395872485302,7.05071916485658,10.704554523415,6,14,24,0.2,1
1,1,0,2,8.13453998396729,9.34047976368892,11.1510171845762,8,16,25,0.8,0
1,1,1,3,8.4307849526717,12.1171829476432,11.0151365730663,8,10,24,1,1
1,1,1,3,7.60471958200827,10.2442486007993,11.2224329031959,9,15,24,0.8,1
0,0,0,0,7.79589154605576,7.22007331570623,10.2038094562968,5,11,24,0.5,1
0,1,1,2,9.12041729336496,9.48151844809218,10.4340618073563,3,11,22,0.9,0
1,1,1,3,8.29622673385368,12.25700083583,12.03059071686,9,16,26,1,1
1,1,1,3,8.27756107574612,11.2829585052213,11.4448317781296,7,15,25,1,1
0,0,0,0,5.46395109519947,9.05928978823195,8.91938338076017,9,15,25,0.1,1
1,1,1,3,8.07654028431603,11.790333649007,12.44202215798,8,12,26,0.8,0
1,1,1,3,8.33867176238396,10.549569731228,13.1938627722728,9,14,27,1,0
1,1,1,3,8.99569478773084,9.86378956386241,12.1999909982714,10,16,24,1,1
1,1,1,3,8.90166768727815,11.9238978035794,10.3939889095636,7,14,26,0.8,0
1,1,0,2,9.77369484266386,10.2114989382118,10.6384937294236,8,15,27,0.7,0
1,0,1,2,8.12238167698472,11.0484300841598,10.0963146944771,9,13,26,0.7,1
0,0,0,0,5.87223123319655,8.61225878310469,13.3125788577784,7,13,23,0.2,1
1,1,0,2,9.27187788712024,8.65313725716082,11.1546533420473,8,15,29,0.7,1
1,1,0,2,9.24675531623183,10.8210327231491,8.96818248452594,7,17,23,0.7,1
1,1,1,3,8.12219389462606,9.0217783870072,10.6015357473246,7,13,24,0.8,0
1,1,0,2,10.5581548389281,11.3080185886434,9.25959059483421,9,16,26,0.9,0
1,1,0,2,9.55088662046918,10.6132996212026,10.6784046732249,6,14,24,0.9,1
0,0,1,1,6.20112371742974,10.8563581722425,13.9827545276758,7,11,25,0.5,0
0,0,0,0,7.44308170788089,8.70445123789329,11.1865010921065,7,15,24,0.5,0
1,1,1,3,9.42690558218309,10.7891507381541,10.3930916097575,10,15,25,0.8,0
0,0,0,0,7.80297479858746,7.47376281066389,9.61421603108054,10,15,28,0.4,1
0,0,0,0,6.39286784642774,9.34212224765904,10.7915245491941,7,16,23,0,0
1,1,1,3,8.31404226438858,11.5468435472807,12.8786725137591,10,17,24,0.9,1
0,0,0,0,7.78304105732136,8.27476400167334,8.79195265875783,11,13,24,0.5,1
0,0,0,0,6.06989908557601,9.48768164366517,10.2789628140742,10,14,26,0,1
0,0,0,0,6.33639688490031,8.41749117286527,10.6513077037981,10,16,27,0.5,0
0,0,0,0,7.36573700913167,9.62542657448011,9.72769052435892,7,15,22,0.2,1
1,1,1,3,6.70960291981481,11.0535969101665,12.3182268951965,8,15,23,0.8,0
1,1,1,3,8.52281111865277,9.48452414645845,11.5067800314575,8,12,27,0.8,0
1,0,1,2,10.0429844846454,10.2379401098703,10.7580043270839,6,13,24,0.9,1
1,1,1,3,6.55826219307208,12.8031437082457,11.4813583436583,9,11,24,1,0
0,0,0,0,6.8887972844749,10.0116263156351,10.7259346477616,9,14,27,0.4,1
1,1,1,3,9.01684194580465,10.4733010182489,11.434017745554,9,13,21,0.8,1
1,1,1,3,8.44884480276229,9.57065355281182,14.5203140562064,4,18,26,0.9,0
0,0,0,0,9.09670979986434,8.27758739572876,9.54720173407615,6,12,27,0.4,0
1,1,1,3,8.73420985213375,11.1846553855951,12.0861359891623,11,14,29,0.8,1
1,1,1,3,7.76175599834935,10.7059301031137,10.621448338751,11,15,26,0.8,1
1,1,1,3,9.50829527906169,10.8500516990788,12.0138196028321,9,15,24,1,1
0,0,0,0,6.85799194394029,8.60831138889809,10.3354467562564,4,15,23,0.1,0
1,1,1,3,6.49930874925016,12.390994428026,10.9877801311454,6,14,27,1,1
1,1,1,3,7.24974769785016,11.7120081553018,11.9370866521237,8,11,27,0.8,0
1,1,0,2,9.68188643867538,10.213639743354,11.365818635448,8,16,28,1,1
1,1,1,3,8.79054530715344,9.93488009091411,12.8253653102461,10,14,28,0.9,0
0,0,0,0,8.27507686587311,7.14612713187107,10.3031486863079,7,12,26,0.5,1
1,1,1,3,9.46086479731765,11.3894724224694,12.4569882967868,10,13,24,1,0
0,0,0,0,7.94332318300564,9.29389327032215,9.85686982052024,9,14,23,0.2,1
1,1,1,3,7.19203029918761,11.9092559406291,10.8899338257542,10,17,23,0.9,1
0,0,0,0,5.93464162407786,8.04133976286888,11.5393796923975,9,17,26,0.5,1
1,1,1,3,8.24945943234428,10.9600319596044,11.4964935062835,10,13,28,1,0
0,0,0,0,7.73424227796248,8.34783493007677,8.43136334919268,5,13,29,0.3,1
1,1,1,3,5.40293437005148,11.3283678822305,10.9110935850869,11,17,26,0.8,0
0,0,0,0,7.87729223675768,9.34614342381123,8.81658596736858,7,15,25,0.4,1
1,1,1,3,7.05809287137189,10.11636450647,10.8308521639379,8,14,29,1,1
1,1,0,2,11.4887230159024,9.46159107249466,11.6385459034521,12,12,23,0.9,1
1,1,1,3,9.19580440352148,10.1070089536226,11.1496091986932,9,15,22,0.9,1
1,1,1,3,8.18411829184123,10.2804450113683,11.9919131704823,6,16,24,0.9,0
1,1,1,3,9.50572065010308,10.709880102526,12.0610530550048,8,16,24,1,1
1,1,0,2,8.83796531041968,9.39249001932754,13.1764119304484,7,15,25,1,1
0,1,1,2,9.93466734450161,9.40359910247851,11.7847184041273,9,19,26,0.9,1
1,1,1,3,8.04438330423741,11.233106345814,13.65492372351,5,16,23,1,1
1,1,1,3,7.30658436212735,12.1696808084935,12.9307890409503,7,13,27,0.9,0
0,0,0,0,7.72310759459546,7.75690865919047,9.76014687028128,9,16,28,0.5,1
0,0,0,0,8.02639989983057,9.53755572154976,10.8403076202916,10,14,27,0.2,1
0,0,0,0,5.65557943080716,9.40605073350224,9.54285280948214,8,15,27,0.3,0
1,0,1,2,7.1564195085498,11.2142465431112,10.4655985296067,8,16,29,0.8,1
0,0,0,0,6.99784767353974,10.494120963589,8.51412978369644,8,14,26,0.1,1
0,0,0,0,7.31231954444785,9.14028615267336,10.2746431819845,8,14,28,0.4,1
1,1,1,3,6.92975133100964,11.5322737182963,12.2512605430175,8,16,27,1,0
0,0,0,0,7.39841782205304,8.9291116360402,9.61969309573385,7,19,22,0.1,0
0,0,0,0,6.75362538484338,8.35646321484307,10.911419236165,12,18,30,0.2,1
0,0,0,0,4.43757204893544,8.9627221768455,10.4919290242647,7,15,25,0.4,0
0,0,0,0,6.53420437969103,10.82284956008,10.525323845348,10,16,24,0.2,1
0,0,1,1,8.39500408940293,9.23678707357329,13.7782619606992,7,16,26,0.4,0
0,0,1,1,8.29428250491882,10.3784426001886,10.9198822637877,7,11,25,0.7,0
0,0,0,0,3.8933795798652,8.19779581875817,9.55755580814348,7,15,24,0.2,0
1,1,1,3,8.73837376694414,10.4251787156711,10.7659692969782,10,14,24,0.9,0
1,1,1,3,8.42688115360706,12.4813996188788,11.9464599289655,9,17,23,1,1
1,1,1,3,8.57225655354389,8.94257239904491,10.0981154960157,8,13,27,1,0
0,1,0,1,7.66238584036849,9.60130342557304,11.6737958287503,6,16,27,0.6,1
0,0,0,0,7.37260733899984,9.0932293962816,9.17887987976266,7,13,22,0,0
0,1,0,1,6.2549946871781,9.73486529974669,13.3512498845493,10,18,29,0.7,1
0,0,1,1,6.24451914957455,9.76831796850098,12.4923598194955,9,13,25,0.6,0
0,0,0,0,8.10981015439945,8.82777707430184,9.97326585596349,11,15,26,0,0
0,0,0,0,6.41555053162209,6.18614223644528,11.9470480366689,8,15,24,0.4,0
0,0,0,0,6.90886414883552,8.44746884920749,10.2414714315334,10,15,23,0,1
1,1,1,3,6.12305390301225,9.78824496661349,11.0491757122086,9,16,26,1,1
1,1,1,3,8.61233910413838,11.1324143204279,10.7813696721167,8,11,27,0.9,0
1,1,0,2,7.68194995471533,10.082004124624,10.0175747522712,10,16,27,0.9,1
1,1,1,3,6.97179318589978,10.2047908241723,12.5030011534072,11,13,24,0.8,0
0,1,1,2,10.8469936858409,11.7379817666255,10.9430312358028,9,17,27,1,0
1,1,1,3,6.8834204113908,11.0219282233012,11.5993969519376,9,16,22,0.8,1
1,1,0,2,10.2861369924199,10.3173593192306,10.2740461905845,8,13,28,0.7,0
0,0,0,0,7.8916351485168,8.68210993660995,8.6094083392413,8,14,27,0.2,0
1,1,1,3,6.83791351591755,12.530333785818,11.7921532131985,6,17,28,0.8,1
0,1,0,1,7.61441381798872,10.2218412625637,10.1074988034,12,15,26,0.4,1
1,1,1,3,6.89542441518102,12.532883291672,11.0124971830396,7,14,27,0.8,1
0,0,0,0,7.97098018413603,8.6194711704467,10.9327524280676,9,14,24,0.3,1
0,0,0,0,6.06083939947625,8.28160959103178,8.04533419606062,7,19,27,0.2,1
1,1,1,3,8.73509000664368,12.0757596545879,10.9275177991843,9,12,24,0.9,1
1,0,1,2,9.53765668069678,9.94897114952438,11.468792886717,11,12,22,0.8,1
1,0,1,2,7.42310470492081,9.25943495067522,12.9339113040682,12,13,25,0.7,0
0,1,1,2,9.78601193657977,9.92060483771854,9.83804272696366,12,14,24,0.7,0
1,1,1,3,10.0328122404227,10.3730628651636,11.5031540432726,6,16,31,0.8,1
1,0,1,2,8.44212328847018,9.54957711743639,12.3871344007083,12,15,27,0.8,0
1,1,0,2,7.95540417323435,11.1912807830403,10.3236030727187,9,14,30,0.9,0
1,1,1,3,10.5142291286234,10.8260674408503,11.5416281751498,8,14,25,1,0
0,0,0,0,6.32450577151615,8.06996282437743,12.7842772349528,9,14,26,0.2,1
0,0,0,0,8.21820599070881,8.24787601620332,9.88457498750041,9,13,25,0.1,1
1,1,1,3,7.18284858141047,10.3533124777822,10.4789763742744,8,13,24,0.8,1
0,0,0,0,6.72500497486873,9.12130098978265,10.3272746950492,6,14,26,0.5,1
1,1,1,3,7.84231912940159,10.5172953085864,13.1352660323347,9,16,25,0.8,0
1,1,0,2,9.16944536651748,11.4956710545901,10.7516997621117,10,13,25,0.9,1
1,1,1,3,8.6204910031717,11.6700782021715,10.9371218049548,11,14,27,0.9,1
1,1,1,3,8.50682768015959,12.3825482650115,13.1922414290141,8,14,27,0.9,0
0,0,0,0,8.31618446041069,8.4211305502944,8.51947532613425,9,12,25,0.5,0
1,1,0,2,7.94695492486542,11.2517875831858,11.298377307679,8,13,24,0.9,1
0,0,0,0,6.22156836688355,8.48285183525192,10.8643709815851,9,15,25,0.2,0
0,0,0,0,6.72654057632086,9.6234624743962,10.1384497552006,9,14,28,0.3,1
1,1,1,3,7.9189323246905,11.9334551996447,11.8806788020807,11,17,27,0.8,1
1,0,1,2,9.4401874562666,10.1612273248528,11.1700201179915,10,15,21,0.7,1
1,1,1,3,7.09991256334187,10.8015994150756,12.2395171128981,9,15,27,0.9,1
1,1,1,3,8.35075266120746,12.1882957861637,11.4177122612263,8,13,26,0.8,1
1,1,1,3,8.37981564061687,9.54664538611831,12.1851174977675,11,17,25,0.9,1
0,0,0,0,8.8068685824082,8.82374239082245,11.4243263732186,8,17,28,0.1,1
1,1,1,3,7.09853108925967,10.6112646600341,13.5050966053685,6,18,23,1,1
1,1,1,3,8.62342528458491,11.0134059650525,12.4798641305854,12,10,25,0.9,1
1,1,1,3,7.62307126942673,9.62960851351033,13.9956910251151,10,15,24,0.8,0
0,0,0,0,7.04464556951763,9.17040828141121,10.2915469030272,6,11,21,0.3,0
1,0,1,2,9.08207779355985,10.6456687072219,10.5709032705898,9,16,26,1,0
0,0,0,0,6.69058164354537,7.2418925974769,10.2817938439252,8,17,21,0.1,1
0,0,0,0,7.83120469453271,9.89765092195807,8.84771511741067,8,18,25,0.5,1
0,0,0,0,7.42102787035447,10.4150241311202,8.70072915745533,7,15,25,0.3,1
1,0,1,2,7.92052432688742,9.16665782657511,10.7464633598504,9,11,25,1,0
0,0,0,0,6.162023340232,9.942769365023,9.76680888318816,9,15,27,0,0
1,1,1,3,7.64622226653001,12.3950300195156,11.9108205694807,10,15,21,1,1
0,1,1,2,7.35665640263299,9.65253658486841,11.4006627284588,7,14,24,0.9,1
1,1,1,3,7.06714800423727,10.301922310819,11.9613762369695,6,18,26,0.9,1
0,0,0,0,7.32161642944206,9.38540946758333,10.5887157694606,9,14,24,0.1,0
0,0,0,0,7.2539292052566,9.48447984669879,11.3826277847995,10,10,26,0.3,1
0,0,1,1,7.794719647558,9.76026662907683,13.0931511306109,7,14,25,0.5,1
0,0,0,0,7.10011778234821,10.314175048116,10.1424733363339,7,14,26,0,1
0,0,0,0,7.6296509290593,8.27291331530389,9.35565371618762,7,13,24,0.2,1
0,0,0,0,6.39358492251511,9.13488998611777,10.4083741531367,9,13,23,0.1,1
1,1,1,3,5.78484806557009,10.4138212668247,12.1743493581702,5,19,24,0.8,1
0,0,0,0,7.03497749934806,7.60015840246674,10.2665247714609,8,16,25,0.5,1
0,0,0,0,8.43029757807432,8.77791226483903,10.5744066749861,9,16,22,0.4,1
1,1,1,3,7.47165213221805,9.74689851739289,11.6307792665843,9,15,26,0.8,1
0,0,0,0,5.88892723099027,7.78335490116398,9.06599222062483,7,16,32,0,1
0,0,0,0,6.32182083780754,8.01986058457736,10.3027774622904,12,16,26,0.4,1
1,1,1,3,7.12608769310374,9.05045071837687,12.2672292900351,7,12,24,1,1
1,1,1,3,6.09416963900264,12.0119781802137,11.8236055895572,10,19,27,0.9,1
0,1,1,2,9.53887344892826,7.95102847282523,8.73889623543226,10,20,28,0.9,1
0,0,0,0,5.59199653463004,9.92115733809026,8.89054529906873,8,18,26,0.4,0
0,0,0,0,6.02785919537941,9.54477165194522,10.6470492331344,8,16,26,0.1,0
1,1,1,3,8.46580711403291,10.4453885577219,13.1598706619405,8,14,25,0.8,0
0,0,0,0,7.07196245623644,10.1287364600415,9.78450003629104,9,12,25,0,1
0,0,0,0,7.99455217927089,8.29772491119716,10.090032309412,8,15,28,0.2,1
1,1,1,3,8.34259199624408,10.4479376883843,12.0037884820786,10,14,25,0.8,1
0,0,0,0,7.42009265611802,8.77039132684951,9.09141643560646,9,14,27,0,1
0,0,0,0,6.43481673205322,8.36052139358712,10.2991786114706,12,13,25,0.3,1
1,0,1,2,10.0819874124711,8.37756398886531,11.7842340096526,7,15,26,0.8,1
1,1,1,3,7.76213121715017,12.7718971676362,13.0960621562817,11,13,19,1,1
0,0,0,0,4.40958468347967,8.07539864482094,10.612102511856,7,14,24,0.2,1
1,1,1,3,7.76315914600947,11.2167201155453,9.62222941898091,11,14,26,1,0
1,0,1,2,11.3796108890026,9.5921622059698,11.7209298665863,10,18,26,0.9,1
1,1,1,3,9.33009291790142,11.3839768325958,12.8229523459995,8,13,27,0.8,1
0,0,0,0,6.42700347123028,8.43559095324262,9.04489397008469,12,14,24,0.5,1
0,0,0,0,6.49340123522057,8.550356071708,9.97859297413251,9,15,22,0,1
0,1,1,2,9.54031348574545,8.5210923360425,11.5373202723465,9,11,28,0.8,1
0,0,0,0,7.4073637075108,10.0457984311522,8.67949495560224,11,17,25,0.3,1
1,1,1,3,5.48279042148305,12.0220279414578,12.0738156754011,9,13,27,0.9,1
1,1,1,3,7.42163512361497,10.2070686462045,12.8632441594705,6,16,23,1,0
0,0,0,0,8.72997630371309,9.06569627282458,10.9562077485357,8,17,24,0.3,1
1,0,1,2,8.47104494005901,11.4053874284442,11.3236918063285,6,16,23,0.7,0
